Customs Code,Weight,Temperature,Origin,Date,Bank,Payment Value,Currency,Cash,Prepaid,Shipping Line,Label
3,99.72973221,15.3370382,2,8/28/2010,1,499.8567216,2,0,1,1,0
4,111.2315841,15.13911865,1,26/03/2032,5,501.1799187,3,1,0,1,0
6,98.57119432,19.92555766,2,12/19/2016,4,512.6665977,3,1,0,3,0
3,95.42299327,15.15586475,2,26/03/2032,1,495.1774852,3,1,1,2,0
3,99.70690257,19.64498054,9,11/5/2016,2,495.1146565,2,1,1,1,0
5,102.2488652,19.69783949,8,11/1/2016,3,507.4727736,2,1,0,3,0
1,81.62145602,16.40658368,6,11/4/2016,5,496.6972687,1,1,0,2,0
1,92.31729042,16.73623057,1,24/08/2032,4,495.9418436,1,0,0,2,0
5,81.25952299,18.12956767,7,6/17/2016,2,495.1878922,1,0,0,2,0
7,100.8418768,18.30817162,6,30/06/2032,3,499.4484083,1,0,0,3,0
2,109.4992588,18.92932652,7,7/4/2016,3,498.1185152,3,0,0,1,0
4,114.2024027,18.30111681,3,8/8/2016,4,512.7839012,2,0,1,2,0
2,95.56353834,16.10285991,5,10/10/2016,3,488.624435,2,1,0,1,0
3,110.9581572,18.36283838,1,4/1/2016,4,513.5824993,2,1,0,2,0
5,93.49097496,20.77930149,8,21/04/2032,4,498.0270177,2,0,1,1,0
6,92.57028072,16.50677699,7,7/17/2016,4,493.1202209,1,0,0,1,0
2,99.6085404,16.57052502,3,28/08/2032,4,505.1945851,1,1,0,3,0
6,126.1853591,21.96421715,7,26/10/2032,3,486.171992,2,1,0,1,0
2,87.07537461,18.20982547,9,1/21/2016,2,495.3956215,3,0,0,2,0
6,95.97310086,20.69842361,8,22/06/2032,3,502.0927849,2,0,0,2,0
1,105.1433483,18.16139498,8,26/09/2032,1,500.096853,2,0,0,2,0
4,112.3596434,20.15603246,3,1/26/2016,4,486.1858289,3,0,0,3,0
4,87.55329859,21.99240878,7,9/22/2015,4,516.4557813,3,0,0,3,0
3,98.6171082,20.87489219,8,3/14/2015,5,500.287422,3,1,1,3,0
7,101.3769545,17.41213326,3,21/04/2033,3,503.6332552,2,0,0,2,0
4,91.66624031,20.95436285,2,7/18/2016,5,487.3930065,2,0,1,3,0
2,95.60233657,15.79751261,7,28/08/2033,2,506.0916692,2,1,1,1,0
7,85.42125238,17.73955162,5,26/10/2033,2,501.1932325,3,0,0,2,0
2,109.879467,20.51794344,4,1/22/2016,1,485.2628287,1,0,0,1,0
5,96.62575358,17.28270454,1,22/06/2033,5,515.6962387,1,0,0,2,0
1,102.2386739,17.35136602,7,26/09/2033,3,494.7848908,2,1,1,3,0
1,104.029565,15.80882218,3,1/27/2016,4,503.7789922,1,1,1,1,0
4,108.6204928,19.22592799,1,9/3/2014,3,500.1988684,3,1,1,3,0
2,109.0148802,16.85403332,7,2/23/2014,4,486.6835548,1,0,1,3,0
4,96.97881144,16.54018503,8,21/04/2034,2,503.889834,2,1,0,2,0
1,111.8217467,18.69917185,1,7/19/2016,3,515.5220876,3,0,1,1,0
4,105.121235,21.01816473,5,28/08/2034,4,506.9130535,1,0,1,3,0
2,98.05248618,17.79021839,10,26/10/2034,5,506.1751317,1,1,0,2,0
1,96.19150431,17.86949852,6,1/23/2016,5,503.2566388,3,1,1,1,0
5,101.6368895,18.07339314,3,22/06/2034,2,488.0304319,2,0,1,3,0
6,103.1317231,16.94929581,8,26/09/2034,2,498.724228,3,1,0,2,0
6,82.42067882,18.43487709,3,1/28/2016,1,491.2054095,3,1,1,2,0
7,101.5364128,20.39832115,7,8/15/2013,1,525.4034625,1,1,1,1,0
2,95.98656538,15.37144597,8,2/4/2013,1,490.5791568,1,0,1,1,0
5,82.35526781,19.36998141,2,21/04/2035,3,500.3051008,1,0,1,2,0
1,96.9256232,19.62913672,6,7/20/2016,5,505.4107844,2,0,1,3,0
7,98.50412828,17.39434924,9,28/08/2035,2,497.6235797,3,0,0,3,0
4,94.83008401,19.07996233,8,26/10/2035,4,499.1820643,3,0,0,2,0
5,92.50939754,16.88162088,10,1/24/2016,5,508.7097517,3,0,0,2,0
6,104.1478626,19.45991315,3,22/06/2035,2,501.7659075,1,0,0,1,0
3,113.7319894,20.45634182,6,26/09/2035,5,515.2094532,3,1,1,1,0
2,89.80589412,19.99766379,9,1/29/2016,4,493.7682978,1,0,1,2,0
6,101.8922324,20.88847584,6,7/27/2012,4,507.2877395,1,1,0,2,0
4,95.63161262,14.99843502,10,1/17/2012,1,517.1859409,3,0,0,2,0
6,112.3531096,18.10464428,10,21/04/2036,4,483.3940085,1,1,1,1,0
3,94.41879363,19.20757305,6,7/21/2016,2,493.5540876,1,1,0,2,0
2,78.52653419,16.43171429,9,28/08/2036,5,522.7663576,3,1,1,2,0
4,101.4210632,15.09068123,5,26/10/2036,3,481.6613233,2,1,1,1,0
7,103.0705352,18.07838569,9,1/25/2016,2,489.6928658,2,0,0,3,0
2,98.78198273,19.68086364,7,22/06/2036,3,505.7672743,2,0,1,3,0
4,104.9830208,19.4986328,8,26/09/2036,4,486.5491038,1,0,0,1,0
3,93.01824221,15.60705114,4,1/30/2016,2,490.0531154,2,0,1,1,0
1,93.76115274,17.95789932,4,7/9/2011,5,487.9255474,1,0,1,1,0
3,97.55374123,18.48077673,7,12/29/2010,2,493.542857,1,0,0,2,0
4,97.75188336,17.17672462,3,21/04/2037,3,494.7836927,1,1,1,2,0
4,97.95131287,16.67722886,7,7/22/2016,3,493.7804704,3,0,1,2,0
5,103.0126903,17.82053493,10,28/08/2037,4,497.1236137,3,0,1,1,0
3,115.693063,18.23755711,7,26/10/2037,2,497.7794312,1,1,1,1,0
4,125.7310825,20.55000429,5,1/26/2016,3,502.1727898,3,1,0,3,0
7,91.67660922,16.43780165,1,22/06/2037,1,505.8755877,3,0,1,3,0
3,90.00168504,15.98733802,9,26/09/2037,1,502.9530295,2,1,0,2,0
5,94.37224224,16.30406629,6,1/31/2016,5,498.2823353,2,1,0,2,0
3,99.24727254,16.98455054,2,6/20/2010,4,494.1410963,3,0,1,1,0
6,95.59502957,13.03052382,6,12/10/2009,3,493.7291846,1,1,1,2,0
7,103.355005,15.39803625,2,21/04/2038,5,511.6566603,1,0,0,1,0
2,96.53885183,17.04269669,3,7/23/2016,1,484.8724375,1,0,0,2,0
6,95.40140803,21.73727121,4,28/08/2038,1,500.4228297,1,0,0,3,0
1,114.1721257,18.80514507,6,26/10/2038,1,510.1351567,1,1,0,2,0
7,102.2320095,22.80963655,6,1/27/2016,2,514.8797622,2,1,1,2,0
3,108.2832999,17.62174898,10,22/06/2038,2,492.1114711,3,1,0,2,0
6,90.5129032,14.85102369,7,26/09/2038,3,518.7703113,2,0,1,3,0
3,97.15594694,18.81124057,1,2/1/2016,4,497.688697,1,1,0,3,0
5,95.71599763,20.56231017,2,6/1/2009,4,488.1726886,2,0,1,3,0
2,80.60080275,16.61576628,7,11/21/2008,4,505.3270799,2,1,1,1,0
7,125.2571992,19.32551946,1,21/04/2039,5,503.4110531,1,1,1,1,0
5,104.6699225,18.19062603,10,7/24/2016,4,529.7941309,1,0,1,2,0
5,94.26366727,18.91148496,6,28/08/2039,5,508.4545345,3,1,1,1,0
3,90.98968744,18.19529283,1,26/10/2039,3,501.9694833,3,0,1,2,0
7,102.3917512,23.3180514,9,1/28/2016,3,505.1374765,1,1,1,3,0
2,102.7570498,15.50172372,5,22/06/2039,1,505.3265415,3,1,0,1,0
4,103.2797917,16.371175,7,26/09/2039,3,499.3330063,1,1,0,1,0
1,82.8952879,20.32691364,9,2/2/2016,2,504.5363387,1,0,1,1,0
6,98.7609991,17.33719906,5,5/13/2008,3,506.4538196,2,1,1,3,0
1,87.69130124,20.08381596,7,11/3/2007,2,494.822465,2,1,1,2,0
7,112.2722932,21.08169972,4,21/04/2040,4,514.9073295,1,1,1,3,0
5,102.9323451,19.71803183,4,7/25/2016,5,496.5478528,1,1,1,2,0
5,109.3790758,17.40980277,2,28/08/2040,4,508.1589609,2,1,0,1,0
1,89.71666729,13.30212147,10,26/10/2040,3,504.6611414,1,1,0,1,0
7,103.5391038,16.08889995,1,1/29/2016,5,489.3635091,2,0,0,2,0
4,96.57301197,20.80038786,3,22/06/2040,5,505.3618182,2,0,1,2,0
2,106.4180033,20.46452049,9,26/09/2040,4,520.6122881,1,0,1,1,0
2,99.47750552,19.56305184,5,2/3/2016,3,495.2189895,1,1,0,2,0
7,95.57359671,18.79379415,3,4/25/2007,5,505.1729974,3,0,1,2,0
1,91.35108803,17.30990322,6,10/15/2006,5,498.0981867,3,0,1,3,0
3,102.3752492,12.73949084,7,21/04/2041,4,508.8573646,1,1,0,1,0
4,98.59104538,16.48338836,9,7/26/2016,3,498.8690198,3,0,1,1,0
5,96.47760736,21.80125088,6,28/08/2041,3,519.7335131,2,1,0,1,0
2,95.20638802,16.5334,8,26/10/2041,4,499.2548918,3,0,0,3,0
4,107.5928905,14.73892933,6,1/30/2016,3,495.8328789,2,0,1,1,0
1,99.95883589,16.83261178,3,22/06/2041,1,506.5870989,3,1,1,2,0
7,93.62342936,16.22636366,10,26/09/2041,2,498.3185896,3,0,0,1,0
5,111.2447412,17.30952034,9,2/4/2016,3,480.3360959,1,1,1,1,0
2,97.9586168,15.0055481,1,4/6/2006,1,505.4472106,2,1,1,3,0
1,92.67672772,17.96049634,7,9/26/2005,4,498.7817076,3,0,0,3,0
6,110.25044,16.97342077,7,21/04/2042,4,503.0394323,3,0,0,2,0
3,93.645882,15.28616546,2,7/27/2016,1,492.626303,3,1,1,1,0
6,97.59451587,17.05643693,2,28/08/2042,1,511.4547595,2,0,0,1,0
3,107.7642229,20.1948346,9,26/10/2042,1,501.2441888,3,1,0,3,0
4,107.9927809,22.42109955,4,1/31/2016,1,509.597196,3,0,0,2,0
7,113.4140754,17.11654375,3,22/06/2042,3,483.674967,1,1,1,1,0
2,80.22566591,17.32183678,6,26/09/2042,3,499.5641697,2,1,0,3,0
2,88.53592373,17.39076133,8,2/5/2016,3,494.0720875,1,0,0,1,0
5,114.9281023,15.23957813,3,3/18/2005,3,500.850782,1,0,0,2,0
5,101.8145136,18.87918718,2,9/7/2004,5,519.2372534,2,1,0,2,0
3,109.4432928,16.06089442,3,21/04/2043,4,490.509661,3,0,0,2,0
3,88.95779563,19.01635158,8,7/28/2016,3,518.8998141,1,1,0,1,0
7,83.59729841,17.63733769,4,28/08/2043,3,514.9926732,1,0,1,1,0
5,100.1531536,19.59992615,8,26/10/2043,2,499.8482342,2,0,0,1,0
1,117.536948,18.99663811,3,2/1/2016,4,509.2504911,3,0,0,1,0
7,114.1828049,17.84437914,2,22/06/2043,5,493.6883914,2,1,0,2,0
5,101.5082946,17.60892838,2,26/09/2043,4,495.9063033,1,1,1,3,0
3,114.9987375,19.86571859,2,2/6/2016,3,502.7120722,3,1,1,1,0
2,104.7743091,18.54420941,9,2/28/2004,1,500.364269,3,1,1,3,0
6,98.84161617,20.37092826,4,8/20/2003,3,517.6751228,1,1,1,2,0
6,102.2513219,20.72077871,5,21/04/2044,4,492.2061156,2,0,1,1,0
1,94.75824716,15.94825401,6,7/29/2016,3,505.6818148,1,1,1,3,0
4,100.7564424,17.86523666,5,28/08/2044,4,491.122498,2,1,0,3,0
1,89.18638731,19.61349255,8,26/10/2044,3,490.595267,3,0,1,1,0
5,111.0284194,20.04158172,5,2/2/2016,1,480.6854578,1,0,0,3,0
1,104.4840776,14.88664635,8,22/06/2044,4,504.912424,3,1,0,3,0
5,104.1984581,21.95623363,3,26/09/2044,5,494.3198719,3,0,1,1,0
1,105.0739198,14.7566221,2,2/7/2016,4,500.7685752,1,1,1,1,0
4,114.8017531,16.39355129,4,2/9/2003,3,494.4985517,3,0,1,3,0
7,113.7183895,19.99459424,1,8/1/2002,5,474.3134476,1,0,1,3,0
7,105.6543976,19.07992288,7,21/04/2045,1,512.0394066,2,1,0,2,0
2,92.75862989,18.07953991,1,7/30/2016,2,501.3183532,3,0,0,1,0
4,99.15952629,19.45170991,4,28/08/2045,3,499.7143244,2,0,1,2,0
4,100.898303,19.66771521,8,26/10/2045,3,490.8171574,1,0,1,2,0
5,117.9642219,21.50788813,9,2/3/2016,3,486.031658,1,0,0,1,0
2,98.23862779,16.00310837,1,22/06/2045,3,499.8934961,3,1,1,3,0
1,101.9404258,14.77942097,10,26/09/2045,2,504.3716672,2,0,1,1,0
2,81.37847864,18.79363871,9,2/8/2016,1,514.249279,3,1,0,3,0
2,107.3263383,15.3462956,4,1/21/2002,2,503.0054479,3,1,0,3,0
4,113.2862906,20.53177435,4,7/13/2001,4,493.4450509,1,0,0,3,0
2,102.9359104,16.29243545,6,21/04/2046,5,515.0218619,3,1,1,1,0
7,102.6285883,20.30904116,9,7/31/2016,5,506.5253192,2,1,0,2,0
3,105.6114828,20.38394646,2,28/08/2046,2,484.5706826,3,0,0,3,0
6,105.935518,18.23723362,1,26/10/2046,5,489.486942,3,1,1,2,0
3,102.5628548,22.1715888,4,2/4/2016,1,490.1066977,1,0,1,3,0
7,81.49983815,17.51273182,8,22/06/2046,4,514.1076845,1,1,1,2,0
6,104.8637173,17.79434633,4,26/09/2046,1,524.8118495,1,0,0,2,0
6,93.38694874,17.76025985,10,2/9/2016,3,503.2825814,1,1,1,2,0
6,92.69643015,19.20745936,10,1/2/2001,3,503.0727222,3,0,0,2,0
1,102.6572261,16.93342736,7,6/24/2000,5,485.6066393,1,1,0,3,0
5,106.9054985,16.56581532,2,21/04/2047,1,476.2884469,1,0,0,2,0
6,106.8796863,16.75911266,3,8/1/2016,5,495.2853067,1,0,1,3,0
7,101.1931672,17.68337999,10,28/08/2047,1,496.1830302,2,0,1,2,0
7,105.0498058,19.57783123,5,26/10/2047,1,506.9149185,2,1,0,3,0
5,89.93541373,17.53846229,4,2/5/2016,2,500.4502401,2,0,1,1,0
4,105.4833261,17.51836179,1,22/06/2047,3,510.1344702,2,1,1,1,0
3,98.64765499,19.28528715,1,26/09/2047,2,498.8421978,2,1,0,3,0
2,94.99622483,16.52808704,6,2/10/2016,4,507.3349286,3,0,1,2,0
1,102.8740561,17.80767425,3,12/15/1999,2,503.0497822,2,0,1,3,0
2,86.44290036,18.71162664,1,6/6/1999,1,496.8713143,1,0,1,1,0
7,97.73989306,15.5517368,1,21/04/2048,4,504.5252044,1,0,0,3,0
2,105.8570526,18.0226859,1,8/2/2016,5,490.9488405,1,0,1,3,0
3,100.028962,16.51865755,8,28/08/2048,4,501.4355785,1,1,0,3,0
3,96.3844312,17.35111791,8,26/10/2048,4,513.3951076,3,1,1,2,0
4,90.71691098,20.35975381,9,2/6/2016,2,514.0839467,1,0,1,3,0
1,90.1713056,16.74664365,5,22/06/2048,4,492.0810743,3,0,1,1,0
2,105.0776441,22.21223157,8,26/09/2048,4,500.3525318,3,0,0,1,0
5,97.2756503,14.94114429,3,2/11/2016,4,502.8135269,1,1,1,2,0
2,113.0648119,18.16824294,1,11/26/1998,5,502.3670413,3,1,0,3,0
7,99.13409782,18.80543215,4,5/18/1998,4,498.4797125,1,1,0,1,0
4,97.41436842,14.73871617,5,21/04/2049,2,507.3838235,1,0,0,3,0
4,92.53603638,16.98946847,10,8/3/2016,2,509.2754438,2,1,0,1,0
6,92.1820681,19.54260339,7,28/08/2049,2,511.6669853,2,1,0,3,0
6,97.34724936,20.64596774,6,26/10/2049,3,482.2425329,1,0,0,3,0
7,111.7305457,17.93646917,2,2/7/2016,4,499.2030819,2,0,1,2,0
6,105.8747971,15.2757853,10,22/06/2049,5,500.8917395,3,0,1,2,0
4,93.43414551,20.87958825,4,26/09/2049,3,496.7270141,2,0,1,1,0
3,80.97354462,17.21578967,8,2/12/2016,2,476.4503439,1,1,1,1,0
1,89.50290194,16.68031184,3,11/7/1997,4,500.4019663,1,0,1,1,0
4,107.2394745,18.9249019,1,4/29/1997,3,497.4191228,3,0,1,2,0
3,89.4065188,13.80823081,1,21/04/2050,5,504.9741975,1,0,0,3,0
7,91.8950493,17.13163345,3,8/4/2016,3,501.7612478,2,0,1,2,0
1,93.01006514,17.80856946,8,28/08/2050,3,496.7258178,1,0,0,3,0
1,104.609234,19.13898444,7,26/10/2050,3,502.773407,2,0,0,2,0
6,101.3553328,16.86504233,1,2/8/2016,2,515.8964812,2,1,1,1,0
3,104.3926385,18.37122061,9,22/06/2050,4,490.5610389,2,0,0,3,0
4,103.889282,15.70473461,4,26/09/2050,5,506.3022098,2,0,0,2,0
4,96.24902307,20.78740366,8,2/13/2016,5,493.0837032,3,0,0,2,0
3,89.52390941,17.2319469,7,10/19/1996,1,491.8571623,2,1,1,2,0
2,87.65494368,17.42802783,5,4/10/1996,4,510.4557282,1,1,0,2,0
3,108.8702081,21.77658612,9,21/04/2051,2,497.5946923,1,0,0,2,0
3,108.6199039,22.04072402,2,8/5/2016,5,510.6156483,3,0,0,3,0
4,96.33687585,19.28902181,7,28/08/2051,2,497.0958267,3,0,0,3,0
1,99.2766555,17.20612227,3,26/10/2051,3,510.1266967,2,0,0,3,0
3,105.5545186,19.44237079,2,2/9/2016,1,508.4829234,2,0,1,3,0
7,99.79915814,15.50868873,8,22/06/2051,4,497.7382856,3,0,1,1,0
4,92.59986805,16.12239349,7,26/09/2051,4,487.0630391,1,0,0,2,0
3,105.8242599,20.00476985,5,2/14/2016,1,504.6524339,1,0,0,2,0
7,96.2916195,18.986055,1,10/1/1995,1,515.6466022,2,0,1,2,0
3,101.4242925,19.28457213,9,3/23/1995,3,512.7925412,1,0,0,2,0
7,100.2902404,15.82034003,8,21/04/2052,1,499.4619637,2,0,0,3,0
5,112.1138686,14.98091933,5,8/6/2016,4,491.3923714,1,0,0,3,0
7,90.17476878,16.60942758,1,28/08/2052,4,510.1607745,1,1,0,1,0
7,92.14744315,20.66100802,1,26/10/2052,5,491.0171887,3,0,1,3,0
5,102.7580832,16.633788,3,2/10/2016,5,480.218093,1,1,1,1,0
7,110.2795948,20.42095492,2,22/06/2052,2,490.6425156,3,1,1,2,0
1,92.33563731,16.21949672,3,26/09/2052,3,504.3917745,3,0,1,3,0
4,90.77730223,19.43551061,7,2/15/2016,3,513.4301201,1,1,1,1,0
2,86.08401157,20.46048072,6,9/12/1994,1,511.4809366,1,0,1,2,0
2,92.72152739,15.94450131,3,3/4/1994,4,501.3952391,1,0,1,2,0
7,98.67021579,13.49167976,1,21/04/2053,1,483.746425,2,0,0,2,0
6,108.8169241,19.44290363,8,8/7/2016,1,501.450849,2,1,0,1,0
5,101.0056903,18.83156924,6,28/08/2053,3,490.4240151,3,1,0,3,0
1,99.5829432,20.42836399,10,26/10/2053,3,497.5581107,3,1,0,2,0
6,100.370057,17.79182043,7,2/11/2016,1,498.5654084,3,0,0,3,0
7,119.0665589,14.14797115,1,22/06/2053,2,517.2630231,2,1,1,1,0
7,108.7934569,15.07952575,10,26/09/2053,1,496.3558658,1,0,1,3,0
6,100.8099677,20.76735276,8,2/16/2016,4,487.8626139,3,1,1,2,0
5,107.5707428,18.28273964,10,8/24/1993,3,498.3523599,1,0,1,2,0
5,104.0814094,17.11881222,10,2/13/1993,1,510.202847,2,1,1,1,0
7,79.86632953,14.85498194,6,21/04/2054,4,502.7859198,3,0,0,3,0
1,95.46599346,17.40910914,2,8/8/2016,5,500.4520875,1,1,0,1,0
6,83.57948485,19.09330857,1,28/08/2054,1,496.0177738,1,0,0,1,0
5,87.4479022,16.85617301,9,26/10/2054,3,494.0785861,2,1,0,3,0
1,102.3392697,19.41627244,6,2/12/2016,1,505.3450439,3,0,0,3,0
2,102.9548826,18.9939177,7,22/06/2054,4,511.8351486,2,0,1,2,0
5,87.91719146,16.97574107,3,26/09/2054,4,501.86195,1,1,1,1,0
4,99.04599029,16.00869617,5,2/17/2016,3,519.4133191,2,1,1,1,0
3,88.33981397,15.4453678,9,8/5/1992,5,481.9682536,3,1,0,3,0
1,101.0126524,17.17977582,2,1/26/1992,2,515.5669859,1,1,0,2,0
5,96.74058164,17.37504616,3,21/04/2055,2,499.6193502,2,1,0,1,0
3,111.373112,20.31945326,8,8/9/2016,3,515.7574266,1,0,0,2,0
4,96.50798162,18.68664699,7,28/08/2055,4,503.4518027,1,1,1,1,0
4,102.9583998,16.30503071,1,26/10/2055,3,499.29989,2,0,1,1,0
3,94.60993673,19.57742052,2,2/13/2016,1,509.7639336,1,1,1,3,0
7,96.21010059,18.77689673,9,22/06/2055,3,513.7134526,2,0,1,3,0
5,96.30121694,16.27363565,5,26/09/2055,4,495.2906099,2,0,1,2,0
6,107.6933229,18.77489197,8,2/18/2016,2,485.8829973,2,0,0,3,0
3,99.18482561,17.66338169,5,7/18/1991,5,476.0868416,3,1,1,1,0
1,95.82809359,19.70919408,2,1/7/1991,2,498.8722707,3,1,1,2,0
5,108.9629738,19.80179446,10,21/04/2056,4,496.8983553,1,1,1,3,0
3,91.30631359,16.22200757,3,8/10/2016,1,488.8400037,3,0,0,3,0
3,82.21958819,14.34480383,9,28/08/2056,5,501.465229,2,0,1,2,0
5,80.30804591,16.51971938,7,26/10/2056,2,508.2903123,1,1,0,1,0
6,98.4613484,17.76240596,4,2/14/2016,2,498.2049466,3,1,1,2,0
1,95.7942912,20.38236163,5,22/06/2056,3,486.1076216,2,0,1,3,0
4,98.46244256,20.51291613,4,26/09/2056,3,509.8703856,1,1,0,3,0
4,116.5718188,14.16332234,1,2/19/2016,5,506.3192833,3,0,0,3,0
6,98.29980384,21.710665,7,6/29/1990,4,495.1481859,3,1,0,1,0
4,104.7365511,16.94804347,1,12/19/1989,3,502.0915258,1,0,0,1,0
3,101.8500621,16.66043136,10,21/04/2057,1,505.6603821,1,1,0,1,0
2,90.37555365,19.5986435,1,8/11/2016,4,490.14636,2,0,1,3,0
2,90.38714646,20.840311,2,28/08/2057,1,491.4502171,3,1,0,1,0
1,98.16698499,16.87152209,4,26/10/2057,4,488.4886902,3,0,1,1,0
1,98.8068597,18.61953763,2,2/15/2016,2,503.3658808,1,1,1,3,0
4,104.4379672,14.56221846,10,22/06/2057,1,481.7512642,3,0,1,3,0
3,87.97273644,18.69854659,6,26/09/2057,2,492.5123388,3,0,0,1,0
3,88.49348332,16.32852152,6,2/20/2016,4,488.94401,3,0,1,2,0
1,110.6593612,19.10717078,2,6/10/1989,5,501.0977659,2,1,1,1,0
3,117.2935341,17.36233411,7,11/30/1988,1,512.5436647,3,0,1,3,0
6,100.0761495,14.6711879,7,21/04/2058,4,498.0991018,3,1,0,1,0
3,93.26095117,14.4453073,7,8/12/2016,5,506.1302773,2,0,1,3,0
7,84.01427793,17.16322153,2,28/08/2058,2,499.1114531,3,1,1,2,0
3,96.76758414,18.9772212,6,26/10/2058,3,492.892767,3,1,1,1,0
1,106.6318409,20.03887804,5,2/16/2016,2,503.9978084,3,1,1,1,0
3,99.72834383,21.46298554,10,22/06/2058,5,502.2734456,1,1,0,1,0
1,112.6924145,20.68924537,8,26/09/2058,2,504.1287344,3,1,0,1,0
5,94.07586955,15.78115115,2,2/21/2016,2,494.7838948,3,1,1,1,0
7,93.53450042,17.46971553,10,5/22/1988,4,510.2911447,1,1,0,3,0
5,103.0265652,19.32273098,7,11/12/1987,5,503.2829646,3,0,0,2,0
3,101.5998566,20.83464988,9,21/04/2059,2,506.2794612,1,1,1,2,0
6,111.2478057,16.36420271,3,8/13/2016,4,487.6665091,1,1,0,3,0
6,111.2128192,21.19363517,3,28/08/2059,3,509.6826234,1,1,0,2,0
1,95.82980142,18.81906192,4,26/10/2059,4,498.2957158,3,0,0,1,0
4,97.05611871,22.68974052,1,2/17/2016,5,488.7422806,2,1,1,3,0
7,97.44792452,17.9495092,3,22/06/2059,3,510.4378393,3,1,0,3,0
7,98.53854822,18.60799865,3,26/09/2059,2,498.478525,3,1,1,1,0
2,99.91787589,16.31801835,8,2/22/2016,3,503.880078,3,1,1,1,0
1,122.1551184,21.02512963,7,5/4/1987,5,508.1340961,2,0,0,3,0
3,100.5484991,18.33603541,3,10/24/1986,2,513.237281,3,0,0,2,0
2,92.48088277,19.04629002,10,21/04/2060,4,506.3247637,1,0,0,3,0
3,105.6303153,16.91462975,1,8/14/2016,1,508.3445805,3,0,0,3,0
3,98.98393636,17.39104077,7,28/08/2060,5,480.3122679,1,0,1,2,0
7,108.1731999,18.4603507,8,26/10/2060,4,486.548239,1,1,0,1,0
1,99.94975827,18.9588782,6,2/18/2016,1,501.5732721,3,1,0,3,0
5,89.44948391,17.3523494,4,22/06/2060,3,489.8635643,2,1,0,2,0
7,108.4987238,17.51331725,3,26/09/2060,3,507.9232718,3,0,1,2,0
6,95.84823675,13.79885661,6,2/23/2016,5,516.2140363,1,1,1,1,0
5,107.3795738,18.71444887,3,4/15/1986,5,505.8147212,3,1,1,2,0
1,89.42429354,20.34469763,9,10/5/1985,1,506.265747,3,1,0,3,0
7,85.63821982,19.11683451,8,21/04/2061,5,515.7771823,3,1,0,3,0
2,104.3919023,23.0059468,5,8/15/2016,5,491.1975176,2,1,1,1,0
6,95.35682179,17.13639647,3,28/08/2061,1,499.3738207,1,0,1,1,0
2,114.9887932,18.87990861,1,26/10/2061,4,499.7795531,1,1,0,2,0
7,98.02688195,20.10806199,5,2/19/2016,5,492.9748055,1,0,0,2,0
6,117.8399769,20.65957187,3,22/06/2061,5,501.2598457,1,0,1,3,0
3,98.58213918,18.78034889,5,26/09/2061,2,493.4715495,1,1,1,1,0
7,117.0644879,19.95558215,5,2/24/2016,3,493.0739768,2,0,1,3,0
3,87.93021905,21.87910459,6,3/27/1985,3,476.626866,1,0,1,2,0
6,105.6515797,18.52519908,4,9/16/1984,4,504.8258175,2,0,1,2,0
1,103.3426149,19.73887277,9,21/04/2062,2,504.6240775,3,0,0,2,0
6,101.1116144,17.65318345,7,8/16/2016,2,527.9285721,1,0,1,1,0
